fpl_hostname,fpl_letter,fpl_name,fpl_discmethod,fpl_controvflag,fpl_disc,fpl_orbper,fpl_orbpererr1,fpl_orbpererr2,fpl_orbperlim,fpl_smax,fpl_smaxerr1,fpl_smaxerr2,fpl_smaxlim,fpl_eccen,fpl_eccenerr1,fpl_eccenerr2,fpl_eccenlim,fpl_bmasse,fpl_bmasseerr1,fpl_bmasseerr2,fpl_bmasselim,fpl_bmassprov,fpl_rade,fpl_radeerr1,fpl_radeerr2,fpl_radelim,fpl_dens,fpl_denserr1,fpl_denserr2,fpl_denslim,fpl_eqt,fpl_eqterr1,fpl_eqterr2,fpl_eqtlim,fpl_insol,fpl_insolerr1,fpl_insolerr2,fpl_insollim,fpl_snum,ra_str,ra,dec_str,dec,fst_posreflink,fst_dist,fst_disterr1,fst_disterr2,fst_distlim,fst_optmag,fst_optmagerr,fst_optmaglim,fst_optmagband,fst_nirmag,fst_nirmagerr,fst_nirmaglim,fst_nirmagband,fst_spt,fst_teff,fst_tefferr1,fst_tefferr2,fst_tefflim,fst_logg,fst_loggerr1,fst_loggerr2,fst_logglim,fst_lum,fst_lumerr1,fst_lumerr2,fst_lumlim,fst_mass,fst_masserr1,fst_masserr2,fst_masslim,fst_rad,fst_raderr1,fst_raderr2,fst_radlim,fst_met,fst_meterr1,fst_meterr2,fst_metlim,fst_metratio,fst_age,fst_ageerr1,fst_ageerr2,fst_agelim
HD 215152,b,HD 215152 b,Radial Velocity,0,2018,5.75999000,0.00157000,-0.00175000,0,0.057638,0.000739,-0.000759,0,0.000000,,,0,1.81900,0.50100,-0.62900,0,Msini,1.190,,,0,5.93000,,,0,,,,0,,,,0,1,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),5.775,0.026,0,Ks (2MASS),K3 V,4935.00,76.00,-76.00,0,4.40,,,0,-0.523,0.001,-0.001,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,-0.100,0.040,-0.040,0,[Fe/H],,,,0
HD 215152,c,HD 215152 c,Radial Velocity,0,2018,7.28243000,0.00451000,-0.00827000,0,0.067393,0.000860,-0.000893,0,0.000000,,,0,1.72000,0.61800,-0.72500,0,Msini,1.170,,,0,5.90000,,,0,,,,0,,,,0,1,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),5.775,0.026,0,Ks (2MASS),K3 V,4935.00,76.00,-76.00,0,4.40,,,0,-0.523,0.001,-0.001,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,-0.100,0.040,-0.040,0,[Fe/H],,,,0
HD 215152,d,HD 215152 d,Radial Velocity,0,2018,10.86499000,0.00564000,-0.00613000,0,0.087990,0.001130,-0.001160,0,0.000000,,,0,2.80100,0.80900,-0.92300,0,Msini,1.480,,,0,4.75000,,,0,,,,0,,,,0,1,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),5.775,0.026,0,Ks (2MASS),K3 V,4935.00,76.00,-76.00,0,4.40,,,0,-0.523,0.001,-0.001,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,-0.100,0.040,-0.040,0,[Fe/H],,,,0
HD 215152,e,HD 215152 e,Radial Velocity,0,2018,25.19670000,0.04760000,-0.05050000,0,0.154170,0.001990,-0.002040,0,0.000000,,,0,2.87700,1.06300,-1.48100,0,Msini,1.510,,,0,4.59000,,,0,,,,0,,,,0,1,22h43m21.30s,340.838745,-06d24m03.0s,-6.400821,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,21.61,0.05,-0.05,0,8.110,0.000,0,V (Johnson),5.775,0.026,0,Ks (2MASS),K3 V,4935.00,76.00,-76.00,0,4.40,,,0,-0.523,0.001,-0.001,0,0.77,0.01,-0.01,0,0.73,0.02,-0.02,0,-0.100,0.040,-0.040,0,[Fe/H],,,,0
HD 215497,b,HD 215497 b,Radial Velocity,0,2009,3.93404000,0.00066000,-0.00066000,0,0.050000,0.000000,0.000000,0,0.160000,0.090000,-0.090000,0,6.35660,3.17830,-3.17830,0,Msini,2.400,,,0,2.53000,,,0,,,,0,,,,0,1,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,40.59,0.05,-0.05,0,8.960,,0,V (Johnson),6.784,0.024,0,Ks (2MASS),K3 V,5110.00,108.00,-108.00,0,4.40,0.21,-0.21,0,-0.342,0.001,-0.001,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,0.200,,,0,[Fe/H],7.000,,,1
HD 215497,c,HD 215497 c,Radial Velocity,0,2009,567.94000000,2.70000000,-2.70000000,0,1.282000,,,0,0.490000,0.040000,-0.040000,0,104.30000,,,0,Msini,12.500,,,0,0.29300,,,0,,,,,,,,,1,22h46m36.75s,341.653137,-56d35m58.3s,-56.599533,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,40.59,0.05,-0.05,0,8.960,,0,V (Johnson),6.784,0.024,0,Ks (2MASS),K3 V,5110.00,108.00,-108.00,0,4.40,0.21,-0.21,0,-0.342,0.001,-0.001,0,0.67,0.33,-0.33,0,0.85,0.04,-0.04,0,0.200,,,0,[Fe/H],7.000,,,1
HD 216435,b,HD 216435 b,Radial Velocity,0,2002,1311.00000000,49.00000000,-49.00000000,0,2.560000,0.170000,-0.170000,0,0.070000,0.078000,-0.078000,0,400.40000,41.30000,-41.30000,0,Msini,13.700,,,0,0.85600,,,0,,,,,,,,,1,22h53m37.93s,343.408051,-48d35m53.8s,-48.598286,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,33.01,0.08,-0.08,0,6.030,,0,V (Johnson),4.612,0.020,0,Ks (2MASS),G0 V,5999.00,60.00,-60.00,0,4.15,,,0,0.557,0.001,-0.001,0,1.30,,,0,1.80,0.03,-0.03,0,0.244,,,0,[Fe/H],3.000,,,-1
HD 216437,b,HD 216437 b,Radial Velocity,0,2002,1334.28000000,13.07000000,-13.36000000,0,2.497000,0.036000,-0.037000,0,0.317000,0.028000,-0.027000,0,706.53609,18.43414,-18.43414,0,Msini,13.300,,,0,1.65000,,,0,,,,0,,,,0,1,22h54m39.48s,343.664520,-70d04m25.3s,-70.073708,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,26.71,0.03,-0.03,0,6.057,0.001,0,V (Johnson),4.518,0.031,0,Ks (2MASS),G2/3 IV,5909.00,31.00,-31.00,0,4.19,0.03,-0.03,0,0.370,0.001,-0.001,0,1.17,0.05,-0.05,0,1.39,0.03,-0.03,0,0.200,0.100,-0.100,0,[Fe/H],4.750,1.059,-1.059,0
HD 216536,b,HD 216536 b,Radial Velocity,0,2015,148.60001000,0.70000000,-0.70000000,0,0.610000,0.060000,-0.060000,0,0.380000,0.110000,-0.110000,0,333.72150,127.13200,-127.13200,0,Msini,13.800,,,0,0.69800,,,0,,,,0,,,,0,1,22h53m03.98s,343.266598,+44d28m39.9s,44.477753,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,380.33,3.83,-3.83,0,9.230,0.020,0,V (Johnson),6.496,0.011,0,Ks (2MASS),K0,4639.00,45.00,-45.00,0,2.36,0.21,-0.21,0,1.559,0.007,-0.007,0,0.81,0.44,-0.44,0,9.83,1.28,-1.28,0,-0.170,,,0,[Fe/H],3.800,4.330,-2.020,0
HD 216770,b,HD 216770 b,Radial Velocity,0,2003,118.45000000,0.55000000,-0.55000000,0,0.460000,0.010000,-0.010000,0,0.370000,0.060000,-0.060000,0,181.16310,15.89150,-15.89150,0,Msini,14.100,,,0,0.35500,,,0,,,,0,,,,0,1,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,36.70,0.10,-0.10,0,8.094,0.013,0,V (Johnson),6.311,0.021,0,Ks (2MASS),K0 V,5399.00,18.00,-18.00,0,4.37,0.04,-0.04,0,-0.150,0.001,-0.001,0,0.74,0.07,-0.07,0,0.93,0.02,-0.02,0,0.270,,,0,[Fe/H],1.000,0.000,-1.000,1
HD 21693,b,HD 21693 b,Radial Velocity,0,2019,22.67860000,0.00850000,-0.00870000,0,0.145500,0.005800,-0.006300,0,0.120000,0.090000,-0.080000,0,8.23000,1.08000,-1.05000,0,Msini,2.800,,,0,2.06000,,,0,,,,0,,,,0,1,03h27m12.48s,51.802010,-58d19m25.3s,-58.323681,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,32.38,0.51,-0.51,0,7.950,,0,V (Johnson),6.193,0.017,0,Ks (2MASS),G8 V,5430.00,26.00,-26.00,0,4.37,0.04,-0.04,0,-0.208,0.014,-0.014,0,0.80,,,0,0.91,0.01,-0.02,0,0.000,0.020,-0.020,0,[Fe/H],,,,0
HD 21693,c,HD 21693 c,Radial Velocity,0,2019,53.73570000,0.03120000,-0.03090000,0,0.258600,0.010300,-0.011300,0,0.070000,0.060000,-0.050000,0,17.37000,1.77000,-1.79000,0,Msini,4.340,,,0,1.17000,,,0,,,,0,,,,0,1,03h27m12.48s,51.802010,-58d19m25.3s,-58.323681,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,32.38,0.51,-0.51,0,7.950,,0,V (Johnson),6.193,0.017,0,Ks (2MASS),G8 V,5430.00,26.00,-26.00,0,4.37,0.04,-0.04,0,-0.208,0.014,-0.014,0,0.80,,,0,0.91,0.01,-0.02,0,0.000,0.020,-0.020,0,[Fe/H],,,,0
HD 217107,b,HD 217107 b,Radial Velocity,0,1998,7.12682000,0.00003900,-0.00003900,0,0.080000,0.000000,0.000000,0,0.130000,0.010000,-0.010000,0,413.17900,15.89150,-15.89150,0,Msini,13.600,,,0,0.90300,,,0,,,,0,,,,0,1,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,20.07,0.02,-0.02,0,6.160,,0,V (Johnson),4.536,0.021,0,Ks (2MASS),G8 IV,5622.00,17.00,-17.00,0,4.34,0.02,-0.02,0,0.100,0.001,-0.001,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,0.360,,,0,[Fe/H],5.840,1.920,-2.440,0
HD 217107,c,HD 217107 c,Radial Velocity,0,2005,4270.00000000,220.00000000,-220.00000000,0,5.320000,0.380000,-0.380000,0,0.517000,0.033000,-0.033000,0,826.32000,47.67000,-47.67000,0,Msini,13.200,,,0,1.97000,,,0,,,,,,,,,1,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,20.07,0.02,-0.02,0,6.160,,0,V (Johnson),4.536,0.021,0,Ks (2MASS),G8 IV,5622.00,17.00,-17.00,0,4.34,0.02,-0.02,0,0.100,0.001,-0.001,0,1.00,0.05,-0.05,0,1.11,0.01,-0.01,0,0.360,,,0,[Fe/H],5.840,1.920,-2.440,0
GJ 143,c,HD 21749 c,Transit,0,2019,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,,,,0,3.70000,,,1,Mass,0.892,0.064,-0.058,0,31.93000,,,1,701,25,-23,0,,,,0,1,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,16.33,0.01,-0.01,0,7.870,,0,V (Johnson),5.375,0.024,0,Ks (2MASS),K4.5,4640.00,100.00,-100.00,0,4.61,0.05,-0.06,0,-0.686,0.000,0.000,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,0.003,0.060,-0.060,0,[Fe/H],3.800,3.700,-3.700,0
HD 217850,b,HD 217850 b,Radial Velocity,0,2018,3501.30000000,2.10000000,-2.10000000,0,4.560000,0.240000,-0.240000,0,0.762100,0.001900,-0.001900,0,6865.12800,826.35800,-826.35800,0,Msini,12.100,,,0,21.30000,,,0,,,,0,,,,0,1,23h02m36.67s,345.652771,+58d52m33.3s,58.875927,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,65.90,0.87,-0.87,0,8.520,,0,V (Johnson),6.793,0.020,0,Ks (2MASS),G8 V,5544.00,,,0,,,,0,0.100,0.040,-0.040,0,1.03,0.16,-0.16,0,1.21,0.06,-0.06,0,0.260,,,0,[Fe/H],7.590,1.290,-1.290,0
HD 218566,b,HD 218566 b,Radial Velocity,0,2010,225.70000000,0.40000000,-0.40000000,0,0.690000,0.010000,-0.010000,0,0.300000,0.100000,-0.100000,0,63.56600,19.06980,-19.06980,0,Msini,9.320,,,0,0.43100,,,0,,,,0,,,,0,1,23h09m10.73s,347.294708,-02d15m38.7s,-2.260742,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,28.85,0.04,-0.04,0,8.628,0.016,0,V (Johnson),6.223,0.020,0,Ks (2MASS),K3 V,4730.00,100.00,-100.00,0,4.46,0.18,-0.18,0,-0.458,0.001,-0.001,0,0.76,0.32,-0.32,0,0.85,0.04,-0.04,0,0.280,,,0,[Fe/H],8.500,,,0
HD 219077,b,HD 219077 b,Radial Velocity,0,2012,5501.00000000,130.00000000,-119.00000000,0,6.220000,0.090000,-0.090000,0,0.770000,0.003000,-0.003000,0,3302.11000,28.60000,-28.60000,0,Msini,12.500,,,0,9.29000,,,0,,,,,,,,,1,23h14m06.58s,348.527435,-62d42m00.0s,-62.700005,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,29.21,0.04,-0.04,0,6.120,,0,V (Johnson),4.287,8.888,0,Ks (2MASS),G8 V,5362.00,18.00,-18.00,0,4.00,0.03,-0.03,0,0.425,,,0,1.05,0.02,-0.02,0,1.91,0.03,-0.03,0,-0.130,0.010,-0.010,0,[Fe/H],8.900,0.300,-0.300,0
HD 219134,b,HD 219134 b,Radial Velocity,0,2015,3.09292600,0.00001000,-0.00001000,0,0.038760,0.000470,-0.000470,0,0.000000,,,0,4.74000,0.19000,-0.19000,0,Mass,1.602,0.055,-0.055,0,6.34000,0.72000,-0.72000,0,1015,8,-8,0,176.2000,5.5000,-5.5000,0,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219134,c,HD 219134 c,Radial Velocity,0,2015,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,4.36000,0.22000,-0.22000,0,Mass,1.511,0.047,-0.047,0,6.95000,0.77000,-0.77000,0,782,6,-6,0,62.1000,1.9000,-1.9000,0,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219134,d,HD 219134 d,Radial Velocity,0,2015,46.85900000,0.02800000,-0.02800000,0,0.237000,0.003000,-0.003000,0,0.138000,0.025000,-0.025000,0,16.17000,0.64000,-0.64000,-1,Mass,1.610,0.020,-0.020,-1,,,,,411,3,-3,0,4.7200,0.1500,-0.1500,0,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219134,f,HD 219134 f,Radial Velocity,1,2015,22.71700000,0.01500000,-0.01500000,0,0.146300,0.001800,-0.001800,0,0.148000,0.047000,-0.047000,0,7.30000,0.40000,-0.40000,-1,Mass,1.310,0.020,-0.020,-1,,,,,523,4,-4,0,12.3800,0.3800,-0.3800,0,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219134,g,HD 219134 g,Radial Velocity,0,2015,94.20000000,0.20000000,-0.20000000,0,0.375300,0.000400,-0.000400,0,0.000000,,,0,10.80622,1.27132,-1.27132,0,Msini,3.280,,,0,1.68000,,,0,,,,,,,,,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219134,h,HD 219134 h,Radial Velocity,0,2015,2247.00000000,43.00000000,-43.00000000,0,3.110000,0.040000,-0.040000,0,0.060000,0.040000,-0.040000,0,108.06220,6.35660,-6.35660,0,Msini,12.700,,,0,0.29000,,,0,,,,,,,,,1,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,6.53,0.00,0.00,0,5.570,,0,V (Johnson),3.261,0.304,0,Ks (2MASS),K3 V,4699.00,16.00,-16.00,0,4.57,0.02,-0.02,0,-0.577,0.008,-0.008,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,0.110,0.040,-0.040,0,[Fe/H],11.000,2.200,-2.200,0
HD 219415,b,HD 219415 b,Radial Velocity,0,2012,2093.30000000,32.70000000,-32.70000000,0,3.200000,,,0,0.400000,0.090000,-0.090000,0,317.83000,,,0,Msini,13.800,,,0,0.66500,,,0,,,,,,,,,1,23h14m53.83s,348.724278,+56d43m49.2s,56.730328,<a refstr=2MASS_POINT_SOURCE_CATALOG href=https://ui.adsabs.harvard.edu/abs/2003tmc..book.....C/abstract target=ref> 2MASS Point Source Catalog </a>,165.97,0.90,-0.90,0,8.940,,0,V (Johnson),6.421,0.020,0,Ks (2MASS),K0 III,4820.00,20.00,-20.00,0,3.51,0.06,-0.06,0,0.620,0.150,-0.150,0,1.00,0.10,-0.10,0,2.90,0.40,-0.40,0,-0.040,0.090,-0.090,0,[Fe/H],7.233,2.295,-2.295,0
HD 219666,b,HD 219666 b,Transit,0,2018,6.03607000,0.00064000,-0.00063000,0,0.063560,0.002650,-0.002650,0,0.000000,,,0,16.60000,1.30000,-1.30000,0,Mass,4.710,0.170,-0.170,0,0.87000,0.12000,-0.11000,0,1073,20,-20,0,,,,0,1,23h18m13.630s,349.556792,-56d54m13.630s,-56.903786,<a refstr=ESPOSITO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018arXiv181205881E/abstract target=ref>Esposito et al. 2018</a>,94.43,0.25,-0.25,0,9.650,,0,G (Gaia),8.158,0.029,0,Ks (2MASS),,5527.00,65.00,-65.00,0,4.40,0.11,-0.11,0,-0.028,0.002,-0.002,0,0.92,0.03,-0.03,0,1.03,0.03,-0.03,0,0.040,0.040,-0.040,0,[Fe/H],10.000,2.000,-2.000,0
HD 219828,b,HD 219828 b,Radial Velocity,0,2007,3.83492000,0.00014000,-0.00014000,0,0.050700,0.002900,-0.002900,0,0.101000,0.063000,-0.063000,0,20.97678,3.81396,-3.81396,0,Msini,4.850,,,0,1.01000,,,0,,,,0,,,,0,1,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,73.27,0.35,-0.35,0,8.040,,0,V (Johnson),6.530,0.018,0,Ks (2MASS),G0 IV,5807.00,,,0,4.17,0.01,-0.01,0,0.420,0.050,-0.050,0,1.18,0.20,-0.20,0,1.61,0.10,-0.10,0,0.180,,,0,[Fe/H],5.690,0.710,-0.710,0
HD 219828,c,HD 219828 c,Radial Velocity,0,2016,4682.00000000,99.00000000,-99.00000000,0,5.790000,0.410000,-0.410000,0,0.810200,0.005100,-0.005100,0,4640.31800,731.00900,-731.00900,0,Msini,12.300,,,0,13.70000,,,0,,,,0,,,,0,1,23h18m46.74s,349.694733,+18d38m44.6s,18.645720,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,73.27,0.35,-0.35,0,8.040,,0,V (Johnson),6.530,0.018,0,Ks (2MASS),G0 IV,5807.00,,,0,4.17,0.01,-0.01,0,0.420,0.050,-0.050,0,1.18,0.20,-0.20,0,1.61,0.10,-0.10,0,0.180,,,0,[Fe/H],5.690,0.710,-0.710,0
HD 220074,b,HD 220074 b,Radial Velocity,0,2012,672.09998000,3.70000000,-3.70000000,0,1.600000,0.130000,-0.130000,0,0.140000,0.050000,-0.050000,0,5288.69120,4214.42580,-4214.42580,0,Msini,12.200,,,0,16.00000,,,0,,,,0,,,,0,1,23h20m14.38s,350.059906,+61d58m12.5s,61.970127,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,327.41,6.38,-6.38,0,6.400,,0,V (Johnson),2.006,0.212,0,Ks (2MASS),M2 III,3787.00,110.00,-110.00,0,1.30,0.50,-0.50,0,2.894,0.011,-0.011,0,2.20,2.62,-2.62,0,54.92,8.76,-8.76,0,-0.250,,,0,[Fe/H],4.500,2.800,-2.800,0
HD 220197,b,HD 220197 b,Radial Velocity,0,2018,1728.00000000,162.00000000,-80.00000000,0,2.729000,0.168000,-0.085000,0,0.187000,0.279000,-0.132000,0,63.56600,22.24810,-12.71320,0,Msini,9.320,,,0,0.43100,,,0,,,,0,,,,0,1,23h21m58.29s,350.492859,+16d37m57.1s,16.632538,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,64.53,0.19,-0.19,0,9.000,0.010,0,V (Johnson),7.349,0.036,0,Ks (2MASS),G5,5683.00,15.00,-15.00,0,4.42,0.03,-0.03,0,-0.003,0.002,-0.002,0,0.91,0.02,-0.02,0,0.98,0.02,-0.02,0,-0.550,0.060,-0.060,0,[Fe/H],10.165,1.367,-1.367,0
HD 220689,b,HD 220689 b,Radial Velocity,0,2012,2266.40000000,65.84000000,-58.77000000,0,3.396000,0.084000,-0.081000,0,0.054000,0.061000,-0.038000,0,355.33394,11.12405,-11.12405,0,Msini,13.700,,,0,0.75900,,,0,,,,0,,,,0,1,23h25m52.99s,351.470795,-20d36m57.7s,-20.616030,<a refstr=HIPPARCOS_AND_TYCHO_CATALOGS href=https://ui.adsabs.harvard.edu/abs/1997HIP...C......0E/abstract target=ref> Hipparcos and Tycho Catalogs </a>,46.94,0.10,-0.10,0,7.795,0.062,0,V (Johnson),6.326,0.031,0,Ks (2MASS),G3 V,5921.00,26.00,-26.00,0,4.36,0.04,-0.04,0,0.173,0.001,-0.001,0,1.02,0.05,-0.05,0,1.07,0.05,-0.05,0,-0.070,0.100,-0.100,0,[Fe/H],4.586,2.487,-2.487,0
